user,timestamp,ip,event,details,item_id,quantity,price,error_type,message,Base64Error
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T08:13:25.008634,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T08:13:25.008634,
user_41,2024-11-18T02:06:51.008636,141.117.74.215,purchase,,4685.0,1.0,763.64,,,
user_990,2024-11-18T10:38:25.008649,152.190.215.157,update,,2743.0,1.0,497.84,,,
user_535,2024-11-19T16:41:46.008661,158.44.223.182,purchase,"{'item_id': 1470, 'quantity': 5, 'price': 83.45}",,,,,,
user_910,2024-11-17T23:03:27.008667,233.76.162.104,login,"{'item_id': 7202, 'quantity': 1, 'price': 716.39}",,,,,,
user_733,2024-11-19T14:08:10.008681,187.195.99.176,logout,"{'item_id': 5346, 'quantity': 1, 'price': 450.36}",,,,,,
user_184,2024-11-17T19:13:37.008687,31.182.99.76,login,,8435.0,2.0,879.37,,,
user_273,2024-11-18T17:40:18.008695,55.70.168.130,update,,7024.0,5.0,374.85,,,
,2024-11-19T15:12:16.008700,,,,,,,TimeoutError,Connection to DB failed,
user_656,2024-11-19T00:41:59.008702,96.40.35.138,error,"{'item_id': 8394, 'quantity': 3, 'price': 20.38}",,,,,,
,2024-11-18T15:35:35.008709,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T15:35:35.008709,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-17T23:41:23.008736,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T18:28:08.008748,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_88,2024-11-18T03:32:45.008769,201.111.117.102,login,,2100.0,5.0,204.33,,,
user_494,2024-11-18T15:00:15.008778,80.74.41.77,error,,3217.0,5.0,830.74,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T08:31:15.008796,,,,,,,TimeoutError,Connection to DB failed,
user_129,2024-11-17T19:43:02.008802,225.161.1.118,purchase,"{'item_id': 7650, 'quantity': 3, 'price': 922.98}",,,,,,
,2024-11-17T21:57:33.008819,,,,,,,InvalidBase64,Data cannot be decoded,
user_87,2024-11-18T10:56:45.008827,230.96.200.223,logout,"{'item_id': 4883, 'quantity': 1, 'price': 302.42}",,,,,,
,2024-11-18T21:36:19.008835,,,,,,,InvalidBase64,Data cannot be decoded,
user_909,2024-11-19T02:38:34.008841,44.107.64.137,logout,,2765.0,4.0,898.29,,,
,2024-11-18T17:37:35.008853,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T17:37:35.008853,
user_439,2024-11-18T19:26:44.008864,251.199.247.77,logout,,3687.0,5.0,631.72,,,
user_963,2024-11-19T13:56:31.008878,181.250.116.32,update,"{'item_id': 9423, 'quantity': 3, 'price': 816.91}",,,,,,
,2024-11-18T09:05:39.008891,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T04:45:55.008893,,,,,,,TimeoutError,Connection to DB failed,
user_949,2024-11-19T14:31:36.008905,84.231.58.143,login,,5148.0,4.0,140.88,,,
,2024-11-19T16:12:47.008911,,,,,,,InvalidBase64,Data cannot be decoded,
user_925,2024-11-19T03:15:30.008924,76.70.74.128,logout,,4031.0,4.0,143.61,,,
user_456,2024-11-17T22:49:28.008932,88.176.136.110,purchase,"{'item_id': 7216, 'quantity': 5, 'price': 927.86}",,,,,,
,2024-11-18T12:55:21.008952,,,,,,,InvalidBase64,Data cannot be decoded,
user_128,2024-11-18T10:23:29.008974,84.244.179.223,update,"{'item_id': 5475, 'quantity': 3, 'price': 121.33}",,,,,,
,2024-11-18T09:18:55.008980,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T05:10:34.008991,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T05:10:34.008991,
user_39,2024-11-18T16:39:16.008998,152.108.127.111,login,,3584.0,3.0,999.85,,,
user_304,2024-11-17T21:05:21.009012,88.66.30.106,logout,"{'item_id': 3412, 'quantity': 4, 'price': 830.3}",,,,,,
user_861,2024-11-19T08:35:31.009045,162.29.94.146,error,,9398.0,3.0,697.78,,,
user_669,2024-11-19T15:27:38.009063,100.149.50.64,error,,6986.0,5.0,450.75,,,
user_112,2024-11-18T01:32:08.009081,173.162.196.228,login,"{'item_id': 2597, 'quantity': 5, 'price': 713.56}",,,,,,
user_481,2024-11-18T13:17:44.009093,90.178.190.15,error,,8388.0,4.0,145.13,,,
user_118,2024-11-19T04:31:50.009099,32.230.124.20,update,"{'item_id': 5028, 'quantity': 2, 'price': 887.3}",,,,,,
user_360,2024-11-17T18:18:47.009111,125.228.82.122,error,,6128.0,1.0,533.22,,,
user_408,2024-11-17T18:56:20.009150,95.151.230.180,logout,,9544.0,5.0,558.6,,,
user_545,2024-11-19T02:14:49.009164,60.232.85.155,purchase,,2878.0,5.0,754.81,,,
user_135,2024-11-19T10:33:38.009175,189.1.63.31,update,"{'item_id': 6757, 'quantity': 1, 'price': 863.89}",,,,,,
user_975,2024-11-18T00:57:26.009218,132.248.94.52,error,"{'item_id': 7023, 'quantity': 4, 'price': 632.73}",,,,,,
user_946,2024-11-19T16:00:57.009239,52.138.106.203,login,"{'item_id': 2236, 'quantity': 3, 'price': 560.36}",,,,,,
user_321,2024-11-19T01:19:05.009256,1.103.119.23,logout,,1081.0,1.0,305.11,,,
user_969,2024-11-19T04:40:47.009270,175.76.248.188,update,,9261.0,2.0,808.01,,,
,2024-11-19T14:44:06.009281,,,,,,,TimeoutError,Connection to DB failed,
user_591,2024-11-18T23:24:28.009294,166.179.26.50,login,,8493.0,2.0,417.41,,,
,2024-11-19T01:29:05.009304,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T09:23:41.009320,,,,,,,TimeoutError,Connection to DB failed,
user_281,2024-11-19T07:49:18.009335,182.167.237.12,logout,"{'item_id': 2092, 'quantity': 3, 'price': 376.13}",,,,,,
user_136,2024-11-17T23:11:10.009423,1.114.152.104,error,,2590.0,2.0,823.51,,,
user_872,2024-11-19T15:36:49.009430,100.78.239.84,purchase,,8543.0,2.0,752.87,,,
user_700,2024-11-17T21:41:25.009437,56.222.240.163,login,"{'item_id': 5636, 'quantity': 1, 'price': 978.26}",,,,,,
user_750,2024-11-18T05:33:26.009444,82.29.88.177,update,,8545.0,4.0,196.76,,,
user_614,2024-11-18T01:26:37.009454,170.149.74.246,logout,,8344.0,2.0,858.08,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_164,2024-11-18T15:26:20.009481,146.211.249.213,purchase,,1786.0,5.0,159.97,,,
,2024-11-19T13:44:52.009487,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T13:44:52.009487,
user_11,2024-11-17T23:12:09.009490,183.104.14.7,error,,5089.0,2.0,461.81,,,
user_708,2024-11-18T06:40:35.009512,213.237.1.28,update,,4690.0,4.0,132.66,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_343,2024-11-18T13:03:51.009532,154.122.29.219,logout,"{'item_id': 2318, 'quantity': 4, 'price': 196.44}",,,,,,
user_77,2024-11-18T11:34:25.009540,6.53.59.206,login,,4507.0,4.0,54.78,,,
user_239,2024-11-17T19:57:19.009564,173.26.75.132,login,"{'item_id': 5842, 'quantity': 4, 'price': 784.99}",,,,,,
user_167,2024-11-18T04:15:37.009573,64.253.189.229,logout,"{'item_id': 1320, 'quantity': 4, 'price': 322.71}",,,,,,
user_978,2024-11-18T09:40:10.009607,66.72.245.31,error,"{'item_id': 4500, 'quantity': 1, 'price': 107.1}",,,,,,
user_178,2024-11-18T16:37:56.009615,116.171.121.178,update,"{'item_id': 7378, 'quantity': 4, 'price': 995.95}",,,,,,
user_634,2024-11-19T00:08:42.009621,55.248.64.30,login,,4568.0,5.0,976.21,,,
user_105,2024-11-18T20:02:38.009627,61.200.92.134,logout,"{'item_id': 9935, 'quantity': 1, 'price': 826.5}",,,,,,
user_548,2024-11-19T08:12:50.009636,216.179.252.241,error,,1363.0,2.0,198.15,,,
user_659,2024-11-17T22:35:02.009665,140.203.101.246,purchase,,3303.0,3.0,959.16,,,
,2024-11-18T09:53:50.009678,,,,,,,TimeoutError,Connection to DB failed,
user_144,2024-11-18T13:15:41.009680,27.195.87.202,update,"{'item_id': 5744, 'quantity': 5, 'price': 683.98}",,,,,,
user_593,2024-11-18T12:36:16.009687,185.63.205.55,error,,3924.0,4.0,365.5,,,
user_345,2024-11-18T11:51:13.009693,93.4.239.7,login,"{'item_id': 5827, 'quantity': 4, 'price': 101.41}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_377,2024-11-18T12:23:49.009718,165.61.123.114,update,"{'item_id': 6707, 'quantity': 1, 'price': 252.45}",,,,,,
user_659,2024-11-19T06:59:08.009724,101.202.228.124,update,"{'item_id': 2420, 'quantity': 2, 'price': 901.06}",,,,,,
user_183,2024-11-19T14:01:15.009741,111.120.155.191,error,,4146.0,3.0,449.97,,,
,2024-11-19T15:40:41.009766,,,,,,,TimeoutError,Connection to DB failed,
user_119,2024-11-18T06:52:31.009772,94.109.228.126,error,"{'item_id': 1570, 'quantity': 2, 'price': 357.81}",,,,,,
user_742,2024-11-18T03:20:26.009786,23.132.138.229,logout,"{'item_id': 7590, 'quantity': 4, 'price': 810.41}",,,,,,
user_157,2024-11-18T12:27:36.009810,23.41.61.87,login,,6959.0,4.0,272.25,,,
,2024-11-18T11:56:20.009822,,,,,,,TimeoutError,Connection to DB failed,
user_922,2024-11-18T06:44:28.009824,27.94.54.50,logout,"{'item_id': 1050, 'quantity': 1, 'price': 877.36}",,,,,,
,2024-11-18T19:15:05.009833,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T19:15:05.009833,
user_130,2024-11-19T03:02:51.009835,241.161.165.102,purchase,"{'item_id': 2301, 'quantity': 3, 'price': 781.62}",,,,,,
user_397,2024-11-18T00:29:33.009876,192.3.185.231,login,"{'item_id': 3718, 'quantity': 5, 'price': 26.35}",,,,,,
user_784,2024-11-18T11:09:47.009889,204.243.106.52,error,,5361.0,1.0,590.85,,,
user_842,2024-11-17T21:14:14.009895,207.125.198.47,logout,,2369.0,1.0,905.36,,,
user_154,2024-11-18T13:49:39.009915,98.126.164.226,logout,,7336.0,5.0,689.24,,,
,2024-11-18T21:20:27.009924,,,,,,,TimeoutError,Connection to DB failed,
user_172,2024-11-19T13:33:51.009926,87.31.120.64,login,"{'item_id': 9282, 'quantity': 4, 'price': 17.3}",,,,,,
,2024-11-18T20:32:10.009947,,,,,,,InvalidBase64,Data cannot be decoded,
user_399,2024-11-19T09:12:51.009952,21.6.2.195,login,,1917.0,4.0,131.73,,,
user_753,2024-11-18T18:33:52.009958,161.52.189.42,error,"{'item_id': 8918, 'quantity': 3, 'price': 330.37}",,,,,,
user_877,2024-11-18T16:14:16.009965,57.183.46.32,purchase,"{'item_id': 7628, 'quantity': 3, 'price': 630.62}",,,,,,
user_24,2024-11-18T01:35:36.009972,123.64.35.220,error,,8010.0,2.0,924.73,,,
,2024-11-17T17:42:57.009984,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T17:42:57.009984,
user_833,2024-11-18T06:06:14.009986,8.102.196.253,logout,,2466.0,3.0,823.6,,,
user_773,2024-11-18T15:23:46.010009,223.140.247.230,update,"{'item_id': 7468, 'quantity': 3, 'price': 40.51}",,,,,,
,2024-11-19T06:35:11.010017,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T06:35:11.010017,
user_222,2024-11-19T10:05:35.010028,169.130.189.190,purchase,"{'item_id': 3831, 'quantity': 4, 'price': 369.34}",,,,,,
,2024-11-18T02:47:04.010046,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T15:01:42.010059,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T03:54:26.010074,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T03:54:26.010074,
user_622,2024-11-18T10:11:37.010100,229.110.69.144,login,"{'item_id': 4023, 'quantity': 1, 'price': 365.83}",,,,,,
user_61,2024-11-19T07:00:02.010109,252.136.184.56,login,"{'item_id': 9284, 'quantity': 4, 'price': 433.74}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T13:15:24.010130,,,,,,,TimeoutError,Connection to DB failed,
user_850,2024-11-18T09:04:53.010139,54.75.234.70,login,"{'item_id': 3955, 'quantity': 2, 'price': 130.73}",,,,,,
user_114,2024-11-18T06:29:59.010154,10.161.127.48,purchase,"{'item_id': 8297, 'quantity': 4, 'price': 408.45}",,,,,,
,2024-11-19T01:05:25.010165,,,,,,,TimeoutError,Connection to DB failed,
user_202,2024-11-18T19:16:16.010187,159.228.86.243,error,"{'item_id': 2327, 'quantity': 4, 'price': 31.91}",,,,,,
user_527,2024-11-18T02:01:39.010204,187.178.49.113,update,"{'item_id': 4506, 'quantity': 1, 'price': 909.77}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T10:44:39.010236,,,,,,,InvalidBase64,Data cannot be decoded,
user_52,2024-11-18T16:10:50.010244,64.84.163.79,error,,5800.0,4.0,550.64,,,
,2024-11-18T03:24:12.010253,,,,,,,InvalidBase64,Data cannot be decoded,
user_359,2024-11-19T15:30:37.010255,212.143.128.80,error,,3008.0,4.0,746.62,,,
user_607,2024-11-18T00:24:14.010261,38.210.60.198,purchase,,7319.0,1.0,593.42,,,
,2024-11-19T09:05:23.010289,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T09:05:23.010289,
user_411,2024-11-18T00:34:51.010291,135.72.112.234,login,"{'item_id': 8408, 'quantity': 2, 'price': 235.55}",,,,,,
user_390,2024-11-17T19:13:57.010297,199.57.36.30,login,,9025.0,1.0,182.8,,,
,2024-11-19T07:28:41.010303,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T07:28:41.010303,
user_825,2024-11-18T03:27:33.010322,50.52.228.27,error,,5648.0,2.0,242.23,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_321,2024-11-18T16:10:22.010335,77.185.122.121,purchase,"{'item_id': 9872, 'quantity': 1, 'price': 238.02}",,,,,,
user_626,2024-11-18T23:15:54.010341,215.76.30.165,purchase,"{'item_id': 8098, 'quantity': 4, 'price': 989.9}",,,,,,
,2024-11-17T20:53:16.010356,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T20:53:16.010356,
user_871,2024-11-18T12:20:10.010363,227.237.116.67,error,,6605.0,2.0,293.6,,,
user_229,2024-11-18T06:18:10.010369,170.102.48.210,purchase,"{'item_id': 2754, 'quantity': 2, 'price': 792.09}",,,,,,
,2024-11-19T15:18:15.010381,,,,,,,InvalidBase64,Data cannot be decoded,
user_936,2024-11-18T09:52:43.010387,54.39.127.68,logout,,3216.0,1.0,697.59,,,
user_924,2024-11-18T10:56:34.010397,136.162.110.212,logout,,9988.0,4.0,726.39,,,
,2024-11-17T22:08:01.010402,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T23:15:02.010413,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T23:15:02.010413,
,2024-11-19T13:02:03.010427,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T13:02:03.010427,
user_827,2024-11-18T11:36:38.010429,67.69.69.81,update,,8758.0,5.0,28.1,,,
user_907,2024-11-17T21:41:02.010435,86.57.36.33,update,"{'item_id': 5664, 'quantity': 4, 'price': 309.49}",,,,,,
user_263,2024-11-18T00:50:04.010441,213.145.233.226,purchase,"{'item_id': 7585, 'quantity': 4, 'price': 336.8}",,,,,,
,2024-11-18T06:31:28.010495,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T06:31:28.010495,
,,,,,,,,,,Invalid Base64 or decoding error
user_372,2024-11-19T02:01:49.010510,200.84.58.177,logout,,5356.0,4.0,111.93,,,
user_562,2024-11-18T05:07:08.010535,244.241.176.238,logout,"{'item_id': 9006, 'quantity': 2, 'price': 659.37}",,,,,,
,2024-11-19T00:57:48.010543,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T00:57:48.010543,
,2024-11-17T22:59:14.010551,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T22:59:14.010551,
user_762,2024-11-17T18:01:48.010556,193.20.54.231,purchase,"{'item_id': 4511, 'quantity': 4, 'price': 806.41}",,,,,,
user_955,2024-11-18T23:10:12.010565,204.201.22.134,login,,6742.0,4.0,555.37,,,
user_176,2024-11-18T13:56:22.010571,6.233.27.16,login,,5615.0,2.0,472.68,,,
,2024-11-19T00:46:45.010601,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T00:46:45.010601,
user_329,2024-11-18T18:15:40.010609,128.115.56.110,purchase,,4493.0,2.0,516.91,,,
,2024-11-18T10:40:33.010645,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T10:40:33.010645,
user_296,2024-11-18T23:02:15.010647,173.232.10.211,logout,"{'item_id': 8601, 'quantity': 4, 'price': 991.71}",,,,,,
user_980,2024-11-18T08:55:56.010663,178.92.191.195,update,,3975.0,3.0,638.98,,,
,2024-11-18T09:09:50.010668,,,,,,,InvalidBase64,Data cannot be decoded,
user_21,2024-11-18T22:14:55.010674,105.119.191.96,error,"{'item_id': 9171, 'quantity': 3, 'price': 784.14}",,,,,,
user_861,2024-11-18T14:21:49.010695,14.59.9.37,login,,1239.0,5.0,265.87,,,
user_1000,2024-11-19T03:15:24.010701,89.241.203.33,purchase,,7902.0,1.0,261.14,,,
,2024-11-18T11:06:29.010719,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-17T17:24:50.010731,,,,,,,InvalidBase64,Data cannot be decoded,
user_22,2024-11-18T17:25:28.010738,170.56.92.188,update,,3799.0,2.0,334.39,,,
user_872,2024-11-19T02:34:21.010744,3.184.54.138,error,"{'item_id': 7246, 'quantity': 3, 'price': 651.13}",,,,,,
user_205,2024-11-17T17:41:54.010751,114.58.124.78,logout,"{'item_id': 6282, 'quantity': 4, 'price': 29.34}",,,,,,
,2024-11-18T08:25:38.010759,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T08:25:38.010759,
user_715,2024-11-19T16:15:11.010766,103.107.12.247,purchase,"{'item_id': 7418, 'quantity': 1, 'price': 746.11}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_62,2024-11-18T01:57:54.010783,202.120.90.45,logout,"{'item_id': 5015, 'quantity': 2, 'price': 221.96}",,,,,,
user_912,2024-11-19T04:43:09.010807,195.196.167.200,purchase,"{'item_id': 1782, 'quantity': 5, 'price': 424.82}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T06:36:58.010837,,,,,,,InvalidBase64,Data cannot be decoded,
user_363,2024-11-18T15:49:22.010845,91.152.30.179,login,,6877.0,2.0,463.89,,,
,2024-11-19T05:41:06.010856,,,,,,,InvalidBase64,Data cannot be decoded,
user_810,2024-11-17T23:18:43.010866,61.211.60.242,update,,1203.0,3.0,688.52,,,
,2024-11-18T11:55:50.010887,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_176,2024-11-18T09:16:20.010896,128.30.211.211,logout,"{'item_id': 1989, 'quantity': 1, 'price': 633.87}",,,,,,
user_306,2024-11-18T09:05:36.010902,152.66.157.121,logout,"{'item_id': 1032, 'quantity': 3, 'price': 920.26}",,,,,,
user_771,2024-11-17T17:53:17.010922,50.244.79.19,purchase,"{'item_id': 6032, 'quantity': 5, 'price': 259.11}",,,,,,
user_843,2024-11-17T17:19:49.010932,252.181.51.211,purchase,,6714.0,3.0,739.54,,,
user_602,2024-11-18T08:23:10.010938,70.107.188.232,login,,7898.0,4.0,892.78,,,
,2024-11-19T07:48:41.010943,,,,,,,InvalidBase64,Data cannot be decoded,
user_881,2024-11-18T02:15:33.010961,168.214.251.66,logout,,1914.0,4.0,767.64,,,
user_79,2024-11-19T02:37:22.010994,116.160.119.136,error,,1178.0,4.0,901.49,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_815,2024-11-18T12:34:05.011015,213.230.22.123,update,"{'item_id': 3172, 'quantity': 2, 'price': 430.73}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_549,2024-11-19T07:25:39.011044,176.216.229.242,login,,5573.0,2.0,626.25,,,
user_731,2024-11-18T20:32:46.011055,188.165.94.75,update,,1656.0,2.0,298.1,,,
,2024-11-19T08:43:22.011063,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T08:43:22.011063,
user_640,2024-11-18T10:41:46.011076,114.67.121.102,login,"{'item_id': 6546, 'quantity': 4, 'price': 197.13}",,,,,,
user_558,2024-11-19T16:58:00.011090,147.137.88.91,login,"{'item_id': 1760, 'quantity': 2, 'price': 392.79}",,,,,,
user_984,2024-11-17T21:08:38.011096,100.28.165.248,error,"{'item_id': 8988, 'quantity': 1, 'price': 541.85}",,,,,,
,2024-11-18T14:30:41.011104,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T14:30:41.011104,
user_275,2024-11-18T16:42:13.011122,7.238.101.47,login,,9683.0,4.0,867.76,,,
user_325,2024-11-18T22:05:26.011128,158.198.176.59,error,"{'item_id': 3754, 'quantity': 1, 'price': 156.74}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_6,2024-11-18T02:22:23.011164,190.142.159.229,purchase,,4904.0,1.0,385.38,,,
user_232,2024-11-18T17:45:58.011178,29.182.244.138,logout,,8230.0,1.0,533.41,,,
user_650,2024-11-19T05:40:00.011184,165.153.217.180,error,,2697.0,1.0,765.21,,,
user_56,2024-11-18T18:17:53.011190,189.131.170.173,update,"{'item_id': 6240, 'quantity': 1, 'price': 432.33}",,,,,,
user_779,2024-11-18T20:17:13.011197,228.5.240.118,update,"{'item_id': 8174, 'quantity': 2, 'price': 836.01}",,,,,,
user_234,2024-11-18T23:02:03.011203,35.164.6.108,logout,,8198.0,5.0,330.57,,,
user_71,2024-11-19T01:57:45.011209,225.150.223.75,error,,2776.0,4.0,834.65,,,
,2024-11-18T02:56:02.011237,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T02:56:02.011237,
user_198,2024-11-18T02:07:41.011239,187.111.149.30,update,,6392.0,4.0,56.25,,,
user_821,2024-11-18T14:49:27.011246,50.239.243.59,logout,"{'item_id': 5356, 'quantity': 1, 'price': 619.4}",,,,,,
user_535,2024-11-17T21:48:47.011275,20.230.130.167,purchase,"{'item_id': 8069, 'quantity': 4, 'price': 655.49}",,,,,,
user_115,2024-11-19T07:39:52.011281,141.161.45.205,logout,,1857.0,1.0,741.68,,,
user_741,2024-11-19T08:18:30.011287,94.232.143.14,purchase,"{'item_id': 5022, 'quantity': 1, 'price': 210.55}",,,,,,
,2024-11-18T02:30:17.011294,,,,,,,InvalidBase64,Data cannot be decoded,
user_435,2024-11-17T22:14:49.011296,173.115.101.89,login,,8424.0,5.0,278.67,,,
,2024-11-19T13:01:37.011305,,,,,,,TimeoutError,Connection to DB failed,
user_441,2024-11-19T11:24:45.011307,215.34.88.203,login,"{'item_id': 9313, 'quantity': 4, 'price': 332.04}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T14:53:21.011319,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T13:51:06.011321,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T13:51:06.011321,
,2024-11-18T15:23:50.011330,,,,,,,TimeoutError,Connection to DB failed,
user_592,2024-11-18T23:14:51.011336,29.155.207.138,error,,6628.0,5.0,787.34,,,
,2024-11-18T08:12:56.011349,,,,,,,TimeoutError,Connection to DB failed,
user_223,2024-11-18T22:19:40.011352,54.234.92.153,logout,"{'item_id': 2065, 'quantity': 5, 'price': 971.33}",,,,,,
user_829,2024-11-18T00:10:21.011362,237.132.26.91,logout,,7375.0,3.0,80.51,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_164,2024-11-18T07:25:45.011376,211.85.185.240,error,"{'item_id': 8928, 'quantity': 1, 'price': 129.5}",,,,,,
user_350,2024-11-18T22:33:15.011407,122.20.173.170,login,"{'item_id': 7380, 'quantity': 4, 'price': 210.47}",,,,,,
,2024-11-19T11:20:22.011421,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_484,2024-11-18T08:20:36.011436,148.90.79.63,purchase,,2747.0,4.0,768.2,,,
,,,,,,,,,,Invalid Base64 or decoding error
,,,,,,,,,,Invalid Base64 or decoding error
user_268,2024-11-19T10:26:49.011467,16.226.201.250,purchase,,4685.0,4.0,133.33,,,
user_922,2024-11-18T16:02:32.011473,199.108.23.133,logout,"{'item_id': 2146, 'quantity': 4, 'price': 326.73}",,,,,,
user_632,2024-11-18T14:23:44.011479,251.229.36.177,logout,"{'item_id': 6094, 'quantity': 2, 'price': 228.65}",,,,,,
user_143,2024-11-18T11:26:46.011485,189.14.31.8,update,"{'item_id': 8239, 'quantity': 1, 'price': 705.15}",,,,,,
user_382,2024-11-18T23:48:06.011511,71.36.110.213,logout,,9854.0,4.0,160.56,,,
,2024-11-18T15:37:36.011520,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T15:37:36.011520,
user_686,2024-11-19T15:22:57.011522,178.39.104.142,error,,9614.0,4.0,690.05,,,
,2024-11-18T04:40:00.011535,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T04:40:00.011535,
user_907,2024-11-18T22:33:10.011553,101.34.241.232,purchase,,4556.0,5.0,525.28,,,
user_261,2024-11-18T04:46:19.011559,106.135.79.136,update,"{'item_id': 1858, 'quantity': 2, 'price': 477.83}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_879,2024-11-19T03:32:42.011584,147.125.215.123,logout,,9042.0,1.0,851.31,,,
user_441,2024-11-19T15:36:38.011589,118.14.74.94,purchase,"{'item_id': 9667, 'quantity': 2, 'price': 130.98}",,,,,,
user_638,2024-11-19T00:17:18.011597,161.172.253.229,login,"{'item_id': 8996, 'quantity': 5, 'price': 80.69}",,,,,,
,2024-11-18T03:23:56.011630,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-17T17:57:09.011632,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T17:57:09.011632,
user_523,2024-11-17T18:32:51.011638,14.36.16.61,update,"{'item_id': 9463, 'quantity': 4, 'price': 799.1}",,,,,,
user_516,2024-11-17T20:03:54.011648,123.249.57.185,purchase,,2528.0,5.0,479.98,,,
user_175,2024-11-19T08:01:43.011655,74.41.55.99,update,,2579.0,1.0,963.26,,,
user_531,2024-11-18T17:33:09.011665,200.55.147.104,update,"{'item_id': 6590, 'quantity': 4, 'price': 206.66}",,,,,,
,2024-11-19T09:43:18.011675,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T09:43:18.011675,
user_636,2024-11-18T02:02:06.011677,253.52.86.223,error,"{'item_id': 8520, 'quantity': 2, 'price': 51.45}",,,,,,
user_26,2024-11-18T00:37:31.011683,155.43.42.231,error,,9388.0,3.0,501.81,,,
user_772,2024-11-18T08:09:42.011689,131.49.65.133,purchase,"{'item_id': 8202, 'quantity': 5, 'price': 279.53}",,,,,,
,2024-11-18T01:18:37.011706,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T01:18:37.011706,
user_82,2024-11-19T07:26:04.011719,140.53.182.45,purchase,,2889.0,1.0,85.13,,,
user_534,2024-11-17T23:40:58.011732,109.116.67.85,logout,"{'item_id': 2295, 'quantity': 5, 'price': 760.89}",,,,,,
user_290,2024-11-19T00:54:39.011741,37.17.208.248,login,,4114.0,2.0,793.21,,,
,2024-11-18T20:07:52.011755,,,,,,,InvalidBase64,Data cannot be decoded,
user_998,2024-11-17T20:37:14.011758,192.32.191.158,update,,3653.0,1.0,577.25,,,
